상호,영업표지,대표자,등록번호,최초등록일,업종
(주)대승인터컴,몽담(MONGDAM),안선태,20201856,2020.12.22,주점
(주)파라,오테르,김지영,20220027,2022.01.13,이미용
메가박스중앙(주),스템 커피(STEM COFFEE),홍정인,20221298,2022.11.29,커피
(주)참이맛,농부치킨,문정미,20160699,2016.07.28,치킨
(주)참이맛,참이맛감자탕,문정미,20080200050,2008.07.29,한식
(주)합에프앤비(합F&B),합(合),박준수,20230735,2023.05.24,주점
대풍족,대풍족,김예철,20220550,2022.06.20,한식
(주)참사랑씨앤이,참사랑어머니회산후도우미,박진우,20120100139,2012.04.02,인력 파견
(주)해리포토,해리포토,박헌,20213976,2021.11.03,기타 서비스
(주)휴식,휴식,김환종,20181099,2018.10.31,숙박
(주)엠케이스페스,미니스피어싱,오민규,20200607,2020.05.16,기타도소매
(주)상아에프앤씨,상아김밥,이승호,20201826,2020.12.18,분식
(주)행복한님들,행님디저트카페,국호옥,20200630,2020.05.22,커피
드림에프에스,꿀복이 꽈배기,주순만,20211315,2021.06.04,제과제빵
농업회사법인(주)인건,청국장과보리밥,오기성,20120100133,2012.04.02,한식
(주)더블스테이,더블스테이,박혜림,20200283,2020.02.27,숙박
(주)대한비앤에프,진곱다 곱창다방,반경태,20211890,2021.08.19,기타 외식
아기숟가락,아기숟가락,김경희,20200388,2020.03.18,기타 외식
(주)해피푸드,김영희동태찜&코다리냉면,김영희,20170332,2017.03.03,기타 외식
(주)해피푸드,김영희강남동태찜,김영희,20130261,2013.09.27,한식
(주)참이맛,조선항아리육개장,문정미,20213611,2021.11.01,한식
(주)참이맛,육회한산적,문정미,20213612,2021.11.01,한식
(주)참이맛,샐러드사공일,문정미,20213616,2021.11.01,서양식
(주)참이맛,더컵,문정미,20213621,2021.11.01,한식
(주)남도푸드,거부기식당,이규종,20181081,2018.10.23,한식
(주)더진코리아,진1926,윤태경,20170626,2017.05.25,기타 외식
(주)진성패밀리,우리할매 떡볶이,김성환,20191342,2019.12.10,분식
모아나푸드,고불집,이환,20214144,2021.11.05,한식
본촌인터내셔날(주),본촌치킨,신종훈,20212360,2021.10.05,치킨
조이유통,베이직프라이드치킨,조현민,20230728,2023.05.23,치킨
㈜딜리버링,삼청동김치찜,김준학,20230732,2023.05.23,한식
(주)아이쿱스,퀵톡,박성순,20160056,2016.01.18,배달
(주)명가참푸드,명가통닭,박용암,20200798,2020.06.30,치킨
(주)온어힐,더피터커피,김형남,20220450,2022.05.25,커피
(주)아하웰니스,아하데이스파(AHA DAY S.P.A.),장경옥,20180179,2018.02.23,기타 서비스
장르는건어물,장르는건어물,박준호,20214090,2021.11.04,주점
삼진식품(주),삼진어묵당,박용준,20211284,2021.06.01,분식
보미푸드,보미푸드,김태희,20214095,2021.11.04,커피
닭스떡볶이닭스꼬치,닭스꼬치,이성현,20230363,2023.03.06,치킨
푸드앤펀,푸드앤펀삼겹카페,이경열,20211946,2021.08.25,한식
(주)서진에프앤비,모리셔스크라운(Mauritius Crown),박종원,20215787,2021.11.18,제과제빵
(주)서진에프앤비,모리셔스브라운(Mauritius Brown),박종원,20190197,2019.03.11,음료 (커피 외)
(주)씨엠에이인터내셔널,오셀라스(OCELAS),최미애,20130363,2013.11.11,기타 서비스
(주)라뷰티컴퍼니,라리엔,노현민,20230295,2023.02.21,이미용
㈜트러스트제이(TrustJ),바이가미(BYGAMI),김상일,20212898,2021.10.20,기타도소매
(주)히츠지야코리아,히츠지야,김현수,20201840,2020.12.21,일식
(주)리코플레이트,한사리감자탕&뼈구이,이정욱,20220404,2022.05.11,한식
(주)리코플레이트,청담이상,이정욱,20130100244,2013.03.27,주점
(주)태명에프앤티,이천밥쌤,양명덕,20171250,2017.10.31,한식
(주)현쿡,뭉꾸,노문석,20161232,2016.12.15,한식
(주)퍼블릭스크린골프,브라보 퍼블릭 스크린골프,서재석,20200324,2020.03.04,스포츠 관련
커피킹,커피킹,"최재민,성민진",20230730,2023.05.23,커피
(주)올리브푸드,안녕숯불,박철호,20212078,2021.09.07,한식
(주)스시이안,스시이안앤,이정포,20230206,2023.02.09,일식
(주)이에스비피,하나노마카롱,우서연,20221061,2022.10.11,제과제빵
(주)우리다,우리다,강진석,20221314,2022.11.24,한식
(주)모빌리티에스티멤버스,택시엔(N),장재호,20230724,2023.05.22,운송
(주)언리얼컴퍼니,셜록홈즈,"권충도,박찬원",20161042,2016.10.12,오락
(주)상상구르메,꿀돼지집&꿀백,"이상열,정상호",20200008,2020.01.02,한식
제이커머스,꿀육회,박지영,20201173,2020.09.15,한식
덮밥만드는남자,덮밥만드는남자,김시언,20211536,2021.07.08,한식
(주)마양푸드,라쿵푸마라탕,김정훈,20191119,2019.11.01,중식
(주)욜로에프앤씨,욜로PC방,서현철,20200393,2020.03.18,PC방
에스티컴퍼니,32커피,임성진,20213021,2021.10.21,커피
(주)만랩,만랩커피,박경준,20160116,2016.02.03,커피
압구정무니(MOONI),무니(mooni),김기문,20221032,2022.10.06,커피
악동통큰떡볶이(주),악동통큰떡볶이,허정인,20201518,2020.11.13,분식
스테이더담,스테이더담(STAY THE DAM),권우석,20230727,2023.05.22,숙박
(주)라거스팟,라거스팟,정태훈,20210363,2021.02.09,주점
(주)BNI코리아,비앤아이(BNI),윤형석,20200739,2020.06.17,기타 서비스
(주)즐거운세상,바르미샤브칼국수,김성곤,20090600020,2009.05.28,기타 외식
(주)길가옆에,길성이,윤기한,20080500027,2008.08.08,한식
(주)길가옆에,길가옆에누룽지삼계탕,윤기한,20201732,2020.12.11,한식
(주)그릴식탁,호루몬규상,한성일,20230086,2023.01.19,기타 외식
베풀장어,베풀장어,장병규,20230726,2023.05.22,한식
(주)위대한,소소떡볶이,이희천,20190620,2019.07.01,분식
에프엔에이치(주),쿠카,유혜정,20211579,2021.07.13,한식
(주)두나미스에프앤비,SALLER MARKET(샐러마켓),김시온,20215348,2021.11.16,서양식
(주)진정성,"헤어,진정성",이재성,20214355,2021.11.09,이미용
(주)진정성,"사진,진정성",이재성,20214356,2021.11.09,기타 서비스
(주)설맥,설맥(SEOL MAC),한수민,20171372,2017.11.27,주점
노리터컴퍼니,노리터349,손보라,20220972,2022.09.23,유아 관련 (교육 외)
(주)더바디채널,바디채널(BODYCHANNEL),김효남,20190266,2019.03.29,스포츠 관련
(주)보우앤파트너스,카소미야,이진규,20214584,2021.11.10,일식
(주)보우앤파트너스,미소야,이진규,20080100430,2008.09.01,일식
빵쌤(주),솔트앤스낵,김선종,20221121,2022.10.25,제과제빵
빵쌤(주),빵스커피,김선종,20211738,2021.08.02,제과제빵
빵쌤(주),빵쌤(BBANGSSAEM),김선종,20210139,2021.01.19,제과제빵
농업회사법인(주)천리팜,천리팜 아쿠아포닉스,김창수,20220216,2022.03.21,농수산물
(주)오에프오에프,판코,진성우,20214833,2021.11.15,일식
컴퍼니맨(주),요거트맨,배태진,20160742,2016.08.02,음료 (커피 외)
(주)지에스이푸드,갈비명가 서서갈비,박정화,20200024,2020.01.06,한식
우즈(주),WOO'Z,우대권,20180123,2018.02.12,제과제빵
(주)손문에프앤씨,손문대구막창갈매기살,손종인,20120100323,2012.07.23,한식
우리FNB,우리분식,안선홍,20210809,2021.03.22,분식
인생푸드,팔도우리땅김치찜,장규승,20230723,2023.05.22,한식
도리센세,도리센세,지성국,20220124,2022.02.14,기타 외식
(주)레듀텍,리딩오션,최성규,20230080,2023.01.17,기타도소매
(주)웜브로,포토스트리트 warm&cool,황석환,20221116,2022.10.21,기타 서비스
(주)티아이코스모스,굽는계절,김건우,20215439,2021.11.17,기타 외식
(주)티아이코스모스,종가삼대화로집,김건우,20191337,2019.12.11,한식
(주)티아이코스모스,육봉달333,김건우,20160315,2016.04.07,기타 외식
(주)티아이코스모스,육봉달,김건우,20120100250,2012.06.05,기타 외식
금메달,박정숙의 금메달식당,이인숙,20230720,2023.05.19,한식
피자런,피자런,임재호,20200142,2020.01.29,피자
농업회사법인(주)네이쳐,출출타임,김환용,20215573,2021.11.17,기타 외식
(주)메인코리아,렌즈디바,박동훈,20160016,2016.01.07,안경
(주)엠앤엠푸드,피자바게트,안미정,20213993,2021.11.03,피자
(주)엠앤엠푸드,자연임실치즈피자,안미정,20150790,2015.08.21,피자
잭인뉴욕스테이크하우스,잭인뉴욕스테이크하우스,홍문석,20221092,2022.10.14,서양식
(주)에이피컴퍼니,베어밀크(BEAR MILK),김해열,20213167,2021.10.25,음료 (커피 외)
(주)더맛있는생각,고향옥얼큰순대국,최지용,20190451,2019.05.22,한식
(주)탑클래스안경체인,탑클래스 안경체인(TOP CLAS2),김도경,20180407,2018.04.27,안경
(주)저스트컴퍼니,푸줏간삼겹돼지고기배달,김범준,20201685,2020.12.07,한식
(주)더원플랜,어반그레이,김대환,20220439,2022.05.23,커피
(주)희천,더리터(THE LITER),"김대환, 김나미, 한정수",20151202,2015.12.09,커피
(주)저스트컴퍼니,뒷고기회관,김범준,20200169,2020.02.05,한식
굴미상회(공삼삼),제일칼국수,김병욱,20220662,2022.07.14,한식
(주)성원정에프앤비,성원정양대창,정성원,20200848,2020.07.09,한식
㈜성원정에프앤비,마마도마,정성원,20190283,2019.04.04,일식
하이홀덤,하이홀덤,이명재,20230719,2023.05.19,기타 서비스
(주)티가렛,티가렛,여진호,20210603,2021.03.04,제과제빵
(주)정철,와커피 (WA’ COFFEE),안정철,20211960,2021.08.26,커피
(주)제이유코리아,피자플렉스,정재욱,20230506,2023.04.05,피자
나진국밥,여수에서 온 나진국밥,박근태,20230718,2023.05.19,한식
(주)메종이츠,최강곱도리,양기원,20213991,2021.11.03,한식
(주)지알이위더스,gre P&T,양기원,20190156,2019.02.19,분식
새하마노,맵쪽갈비,류재철,20230540,2023.04.13,한식
(주)늘품푸드,기통찬족발,백용운,20211925,2021.08.24,기타 외식
SSF&C,천합칼국수,고영민,20213523,2021.10.28,한식
(주)더블에스에프앤비,계륵사지,이영석,20211524,2021.07.07,한식
(주)일도르주,필러스,이지윤,20213080,2021.10.20,스포츠 관련
(주)에이치브라더스,화르화르,하병욱,20120300066,2012.09.26,치킨
대한컴퍼니,대한치킨집,도재준,20200528,2020.04.20,치킨
대한컴퍼니,대한맥주집,도재준,20170436,2017.03.27,치킨
(주)더맛있는생각,고향옥뼈해장국,최지용,20230721,2023.05.19,한식
풀먹는호랑이,풀먹는 호랑이,이찬솔,20230717,2023.05.19,패스트푸드
테르미에스테틱전주점,테르미 에스테틱,김진주,20230710,2023.05.18,이미용
(유)빈타이컴퍼니,빈타이(BEAN TIE),강신석,20180076,2018.01.26,커피
(주)씨드트리,옛날장터치킨,"김영재, 전용남",20120100376,2012.08.02,치킨
(주)플렌비,꼬마대통령,안준영,20150904,2015.09.24,유아관련
(주)더본코리아,홍콩분식,백종원,20221361,2022.12.09,분식
㈜더본코리아,고투웍,백종원,20220341,2022.04.26,중식
(주)더본코리아,빽보이피자,백종원,20215019,2021.11.12,피자
(주)더본코리아,연돈볼카츠,백종원,20211998,2021.08.30,분식
(주)더본코리아,막이오름,백종원,20200879,2020.07.15,주점
(주)더본코리아,빽다방빵연구소,백종원,20191285,2019.12.02,제과제빵
(주)더본코리아,인생설렁탕,백종원,20190275,2019.04.02,한식
(주)더본코리아,롤링파스타,백종원,20190227,2019.03.21,서양식
(주)더본코리아,리춘시장,백종원,20180318,2018.04.02,중식
㈜오늘도한우,오늘도 한우,이승진,20210462,2021.02.22,한식
(주)더본코리아,백스비어,백종원,20150426,2015.05.26,주점
(주)더본코리아,돌배기집,백종원,20140495,2014.06.19,한식
(주)더본코리아,역전우동0410,백종원,20120100352,2012.07.25,분식
(주)더본코리아,성성식당,백종원,20100100344,2010.07.16,한식
(주)더본코리아,한신포차,백종원,20090100498,2009.10.30,한식
(주)더본코리아,제순식당,백종원,20211209,2021.05.18,한식
(주)더본코리아,빽다방,백종원,20090100502,2009.10.30,커피
㈜더본코리아,퀵반,백종원,20220256,2022.03.29,한식
(주)씨엠치킨,충만치킨,박재홍,20140594,2014.07.17,치킨
(주)더본코리아,고속우동,백종원,20180402,2018.04.23,분식
(주)더본코리아,홍콩반점0410,백종원,20080100210,2008.08.06,중식
에스엠푸드(주),화전돈부리,이현,20211563,2021.07.13,일식
(주)더본코리아,백종원의원조쌈밥집,백종원,20080100207,2008.08.06,한식
에스엠푸드(주),파-닭에파무쳐,이현,20090600075,2009.12.23,치킨
(주)더본코리아,미정국수0410,백종원,20090100499,2009.10.30,분식
(주)더본코리아,낙원곱창,백종원,20230087,2023.01.19,한식
(주)더본코리아,본가,백종원,20080100209,2008.08.06,한식
(주)더본코리아,새마을식당,백종원,20080100208,2008.08.06,한식
새로인베스트먼트(주),플로이(ploi),박예준,20213591,2021.10.29,기타 외식
새로인베스트먼트(주),틸앤비(Till&Bee),박예준,20213587,2021.10.29,기타 외식
새로인베스트먼트(주),키친토(KICHINTO),박예준,20213588,2021.10.29,서양식
새로인베스트먼트(주),코바치(KOBACHI),박예준,20213593,2021.10.29,일식
(주)더본코리아,백철판0410,백종원,20150417,2015.05.22,한식
새로인베스트먼트(주),주유별장,박예준,20213586,2021.10.29,기타 외식
새로인베스트먼트(주),스티키팟(STICKYPOT),박예준,20213590,2021.10.29,치킨
새로인베스트먼트(주),보버라운지(BOVER),박예준,20213594,2021.10.29,커피
새로인베스트먼트(주),배터리파크 (BATTERY PARK),박예준,20213589,2021.10.29,피자
새로인베스트먼트(주),라디오베이(RADIO BAY),박예준,20213592,2021.10.29,기타 외식
(주)포브라더스,포브라더스,신선아,20220532,2022.06.16,기타 외국식
(주)스위트바이오,그릭데이,오종민,20211422,2021.06.21,기타 외식
(주)짜르푸드,떴다파닭,백운성,20230318,2023.02.27,치킨
㈜길섶,길섶한돈,이종관,20211413,2021.06.18,한식
(주)알겟지,플레이펭,김인수,20212939,2021.10.19,커피
디앤비푸드,대부대왕유부초밥,이동건,20200676,2020.06.03,한식
준삼겹프리미엄돈육본점,준삼겹프리미엄돈육,한승수,20230711,2023.05.18,한식
(주)송상트레이딩,쭉심,강경원,20120100520,2012.09.27,기타 외식
(주)더조은에프앤비,콩두,고봉호,20190350,2019.04.16,한식
㈜수향,보정당,김남희,20214665,2021.11.12,제과제빵
미람,부자곱,서유석,20221210,2022.11.14,한식
(주)블랙돗트,슈퍼커피,김경호,20140398,2014.05.15,커피
㈜원에프엔비,목돈72,원용태,20221271,2022.11.25,한식
(주)일동인터내쇼날,둘둘치킨,용옥화,20080100172,2008.08.02,치킨
보이스펙토리,아이스홀릭,김승환,20201310,2020.10.06,기타도소매
샌마리안푸드,샌마르피자,김영일,20210577,2021.03.02,피자
㈜정담에프앤에스,수북국밥,박미은,20212868,2021.10.19,한식
㈜제이에이치푸드,국밥슐랭,변지현,20220650,2022.07.12,한식
마초장어,마초장어,이준엽,20221285,2022.11.28,한식
(주)제레미코리아,제레미20(Jeremie20),김정미,20180786,2018.08.06,중식
(주)세모,시즌글라스(SEASONGLASS),"강기철, 황호은",20212314,2021.09.29,(건강)식품
㈜어물전,어물전,김동규,20221409,2022.12.21,한식
(주)신스티엔디,신야텐야,이현수,20210700,2021.03.12,일식
전설의불닭,신발가게,신민희,20214189,2021.11.05,치킨
㈜엠투피,엠투피(M2P),박훈정,20221077,2022.10.12,스포츠 관련
(유)에스제이네트웍스,찐한순대국밥,전민경,20220760,2022.07.29,한식
(주)기용,기용,하월영,20180104,2018.02.02,분식
부산명가밀면,부산명가밀면,박진용,20180005,2018.01.05,분식
(주)김명자,김명자낙지마당,김명자,20100100256,2010.05.28,한식
