상호,영업표지,대표자,등록번호,최초등록일,업종
와로플,와로플,김다연,20231811,2023.12.05,제과제빵
(주)천사들,오리덕애,이승호,20231792,2023.12.05,한식
정세이로무시,머무를 정 세이로무시,김문겸,20231809,2023.12.05,일식
(주)조기종푸드,조기종의 향미각,조기종,20221441,2022.12.27,중식
(주)어반키즈(UrbanKids),어반키즈(Urban Kids),최지호,20231791,2023.12.05,기타 교육
(주)지일,닥터포커스 스터디카페,전지수,20230803,2023.06.07,기타 서비스
에스투F&B,사랑해베이글,이병욱,20220299,2022.04.11,기타 외식
지금.과일,지금.과일,이성실,20231810,2023.12.05,기타 외식
(주)웰푸드컴퍼니,고래꼬치,홍승희,20213622,2021.11.01,주점
동양카츠,동양카츠,배승준,20231382,2023.09.22,기타 외식
(주)큐알컴퍼니,착한미역국,"황세나, 김국현",20231462,2023.10.10,한식
(주)세현에프앤비,배무치숯불두마리치킨,김국현,20230132,2023.01.30,치킨
유달먹거리라이트연산점,유달먹거리,박진우,20231797,2023.12.05,주점
프로이드컴퍼니,호랑이찜닭,이준한,20215568,2021.11.17,한식
아이키친,아이키친,박소연,20214652,2021.11.11,기타 교육
SSF&C,언양닭칼국수,고영민,20191312,2019.12.06,한식
(주)라온비젼,온세일(onsail),임종빈,20201393,2020.10.19,안경
(주)드링코코리아,링코(RINKO),박영준,20171354,2017.11.22,주점
다림식품,한끼한죽,양원석,20190978,2019.09.23,한식
엠에스푸드,동대문역전떡볶이,김명수,20214854,2021.11.15,분식
(주)스타프렌차이즈,류별난닭발,양윤모,20211606,2021.07.20,한식
(주)스타프렌차이즈,육회한 감전통닭,양윤모,20140735,2014.08.13,기타 외식
(주)스타프렌차이즈,어머나생고기,양윤모,20160217,2016.03.10,한식
다우,오들리샷,최경화,20221472,2022.12.29,커피
텐에프씨,텐코인,김도원,20200165,2020.02.03,오락
(주)온센,온센,박현숙,20200394,2020.03.18,일식
로랭인터내셔널,MARMAR COPENHAGEN(마르마르코펜하겐),조시영,20215782,2021.11.18,의류 / 패션
로랭인터내셔널,LAURAIN(로랭),조시영,20210744,2021.03.17,의류 / 패션
로랭인터내셔널,LAURAIN KIDS(로랭키즈),조시영,20215783,2021.11.18,의류 / 패션
(주)대단한푸드,대단한 탕후루,엄신영,20230601,2023.04.25,제과제빵
폴프랭크카페코리아(주),폴프랭크카페,송영록,20210922,2021.03.25,커피
더온푸드,충청삼겹,박성진 외 1,20210600,2021.02.26,한식
(주)케이알푸드,마라의신,양준경,20215361,2021.11.16,중식
(주)케이에프더블유,황금밥상,오석희,20213861,2021.11.02,한식
(주)케이에프더블유,홈바,오석희,20210518,2021.02.24,기타 외식
(주)호랑이푸드,직화방이,유현우,20201794,2020.12.14,기타 외식
기버(GIVER),기버케밥,김민수,20230566,2023.04.18,기타 외식
시계곱창,시계곱창,정승혁,20214537,2021.11.10,한식
에버그린교육,매티스트 수학학원,유현민,20211921,2021.08.23,기타 교육
카츠오모이,카츠오모이,변준환,20200674,2020.06.03,일식
엔타민푸드,어가반상,최영유,20214814,2021.11.15,한식
파스타앤우,파스타앤우,김재덕,20190044,2019.01.15,서양식
(주)팔자마켓,팔자마켓,강성현,20213960,2021.11.03,부동산 중개
(주)팔자마켓,우진해장국,강성현,20213959,2021.11.03,한식
탑오브킹,빙수킹,박민혜,20212498,2021.10.07,아이스크림/빙수
탑오브킹,떡보킹,박민혜,20212529,2021.10.08,분식
마마꼬,마마꼬,김민성,20214868,2021.11.15,치킨
심쿵피어싱가맹사업본부,심쿵피어싱,민성희,20201544,2020.11.17,기타도소매
(주)홍익아트,홍익아트,권미혜,20080100492,2008.09.19,기타 교육
쥬트코리아(주),쥬트아뜰리에,신유미,20170278,2017.02.21,기타 교육
윌비아트앤메니지먼트(주),발자국 소리가 큰아이들,김수연,20211230,2021.05.21,기타 교육
(주)알레스아우토,마일레오토서비스,임종대,20230173,2023.02.02,자동차 관련
(주)하솔에프앤비,제주은희네해장국,강민재,20170159,2017.01.25,한식
(주)치어스,치어스,정한,20080200008,2008.07.29,주점
(주)웰푸드컴퍼니,곱분이곱창,홍승희,20180600,2018.06.25,한식
(주)힘난다,힘난다토스트,허요셉,20230141,2023.01.30,패스트푸드
(주)힘난다,힘난다버거,허요셉,20201148,2020.09.09,패스트푸드
(주)젤라뚜또,젤라뚜또,여경희,20170134,2017.01.20,기타 외식
(주)이규식품,정남옥,이수진,20200454,2020.04.02,한식
(주)플랜에이컴퍼니,부곡하와이,안익선,20212633,2021.10.08,주점
(주)플랜에이컴퍼니,젠틀래빗,안익선,20200822,2020.07.06,주점
(주)플랜에이컴퍼니,더맑은스킨,안익선,20160816,2016.08.17,이미용
(주)플랜에이컴퍼니,골든네일,안익선,20090100445,2009.09.17,이미용
(주)아트박스,아트박스,조석현,20080100051,2008.07.26,기타도소매
(주)와이더잇,잇또라멘,박정환,20180394,2018.04.20,분식
오백제작소,오백국수,정윤진,20171173,2017.10.13,분식
오감에듀,오감랭귀지,강연수,20191023,2019.10.07,교육 (외국어)
케이비엠(KBM),고봉민김밥人,한석균,20110300059,2011.10.24,한식
(주)파리미키코리아,파리글라스,"타테노히로아키, 김승현",20171076,2017.09.14,안경
(주)파리미키코리아,웨이브안경원,"타테노히로아키, 김승현",20110100354,2011.08.22,안경
마카마카마카롱,마카마카,정미금,20220374,2022.05.06,기타 외식
신선한우마을,신선한우마을,지효민,20231778,2023.12.04,한식
서부청기와감자탕,서부청기와감자탕,엄경일,20231785,2023.12.04,한식
동행푸드,부뚜막김치찜,이은화,20212154,2021.09.14,한식
장육식당,장육식당,오혜진,20231777,2023.12.04,기타 외식
신암연탄한장이글포차,신암연탄한장이글포차,황하늘,20231780,2023.12.04,한식
와이디씨(Y.D.C),Y.D.C(와이디씨),이주형,20231776,2023.12.04,일식
서식,서식,임현주,20231770,2023.12.04,주점
준미트,고령촌돼지찌개석쇠불고기,최경희,20231771,2023.12.04,한식
백샐,백샐(BEAKXEL),박윤진,20231779,2023.12.04,기타 외식
하양F&C,하양끝집,"박종민,김태양",20231772,2023.12.04,한식
배달덮밥,배달덮밥,김용관,20231775,2023.12.04,한식
(주)팬시팩토리,춤서리댄스아카데미,이현,20231781,2023.12.04,기타 교육
(주)제이스타임,비엔나핫도그,조허정,20231783,2023.12.04,기타 외식
이게(주),이게볶음밥,"김도형, 김지훈",20221283,2022.11.28,한식
(주)꺼먹지푸드,꺼먹지명태조림,유재현,20190172,2019.02.26,한식
안주일체,안주일체,천태웅,20211345,2021.06.09,한식
(주)바우랑푸드,가우미탑골가든,김태수,20231503,2023.10.17,한식
아프리카막창,아프리카 막창,김소정,20230910,2023.06.22,한식
(주)유원푸드,유원옥,김남규,20231071,2023.07.25,한식
(주)썬스키친,중화카츠,김길중,20231394,2023.09.25,기타 외국식
(주)큐알컴퍼니,배달비 무료 삼겹 배무삼,"황세나, 김국현",20230904,2023.06.22,한식
(주)필드키친,1992덮밥&짜글이,강규원,20210513,2021.02.24,한식
㈜디케이비에프엔비,도케비커피(DoKKeB Coffee),김찬현,20221292,2022.11.28,커피
이바램,이바램,"YINJING, LINA",20231786,2023.12.04,기타 외식
(주)일프로,타코형,유제홍,20212244,2021.09.24,기타 외식
(주)이프로,배죽&국밥만찬,유제홍,20213970,2021.11.03,기타 외식
(유)올드브릭컴퍼니,커피 로드뷰,장미정,20212984,2021.10.21,커피
메이즈메이즈(MazeMaze),메이즈메이즈,장다정,20231774,2023.12.04,커피
지오컴퍼니(주),제육명가,임석형,20210545,2021.02.26,한식
지오컴퍼니(주),정담모밀,임석형,20210557,2021.02.26,한식
심도C&P,심도,박용래,20230521,2023.04.10,주점
글로리에프엔비,영광조개구이무한리필,김용집,20230515,2023.04.07,한식
글로리에프엔비,청춘무한리필조개구이,김용집,20220678,2022.07.19,한식
장수힐빙,암당간,황종원,20231773,2023.12.04,(건강)식품
(주)삼굽살,삼굽살,남성훈,20211176,2021.05.13,한식
새삼&파이팅,새삼,김세윤,20211249,2021.05.26,한식
어랏커피,어랏커피스탠드,"한하얀, 차성민",20211841,2021.08.13,커피
(주)제이스타임,에그박스,조허정,20200159,2020.02.03,기타 외식
파도수산&오사카수산,파도수산,권모세,20220462,2022.05.30,한식
㈜남다른생각,사운즈커피(SOUNDS COFFEE),이시호,20220383,2022.05.10,커피
(주)제이에이치엘컴퍼니,해밍턴부대찌개곱창전골,이주홍,20200116,2020.01.23,한식
오늘,순두부전문점오늘,김민,20211788,2021.08.06,한식
(주)고씨네푸드,천하제일솥뚜껑,고석현,20213057,2021.10.21,한식
(주)지에프엠,몽롱주점,한지훈,20230285,2023.02.21,주점
(주)브라더에프앤에이치,브라더한정식도시락,"김상철,김명재",20170925,2017.08.04,한식
작은창큰풍경협동조합,건강을 드리다,라흥찬,20212224,2021.09.23,(건강)식품
대경식품,용가마순대,염종록,20211204,2021.05.18,한식
(주)행복한사람들,크린위드,조인환,20110100399,2011.09.02,세탁
(주)펫팔,멍냥의민족,신상훈,20230371,2023.03.08,기타도소매
(주)세기에프앤에스,화신바베큐치킨,권태진,20221315,2022.12.01,치킨
다림식품,올림죽,양원석,20214850,2021.11.15,한식
씨에이치푸드(CHFOOD),본감자탕,이승미,20215656,2021.11.18,한식
진강정,진강정,김효진,20220547,2022.06.17,치킨
대동면옥강릉점,대동면옥,이희성,20230281,2023.02.21,한식
금상수상쉐프의맛좋은족발,금상족발,김선욱,20212800,2021.10.15,기타 외식
레드립F&B,씨에씨에마라탕,"김필제,김지원,권민성",20212061,2021.09.06,중식
맘맘테이블(mammamtable),맘맘테이블,김유정,20221010,2022.09.30,기타 외국식
삼곱푸드,삼곱식당,"강석호, 나현식",20160158,2016.02.19,한식
(주)에레또,에레또,임경철,20191399,2019.12.20,기타도소매
(주)농부애푸드,농부애갈비,박수호 외 1인,20151274,2015.12.24,기타 외식
(주)테즈,아웃닭,조부호,20110300082,2011.12.06,치킨
(주)정성,스마일맥주,한진규,20220884,2022.08.30,기타 외식
(주)홀리카우,용범이네인계동껍데기,김승용,20190499,2019.06.03,기타 외식
(주)홀리카우,용범양대창,김승용,20200981,2020.08.07,한식
(주)홀리카우,오늘의고기 미트스토리,김승용,20210999,2021.04.09,기타도소매
엣지태닝가맹본부,엣지태닝,이경미,20190821,2019.08.12,이미용
(주)케이제이에프앤비,보리야반가워,강계성,20213799,2021.11.02,주점
(주)케이제이에프앤비,꽃다운주점,강계성,20210321,2021.02.05,주점
(주)홀리카우,용범이네 노상통닭,김승용,20191169,2019.11.07,치킨
(주)정성,서울주막,한진규,20220579,2022.06.24,주점
(주)제이스타임,레드락,조허정,20180409,2018.04.27,주점
(주)제이스타임,짠앤짠스,조허정,20150884,2015.09.17,주점
(주)키라키라윤,키라키라윤,윤경숙,20220509,2022.06.13,주점
(주)제이스타임,꽈배배,조허정,20161092,2016.10.25,기타 외식
(주)제이스타임,곰브라더스,조허정,20160127,2016.02.05,기타 외식
(주)카페에뜨,카페에뜨,임석윤,20220637,2022.07.07,커피
㈜제이피에프엔비,버밀당베이커리,"정동주,박한수",20220548,2022.06.20,제과제빵
㈜제이피에프엔비,꽈로플,정동주 박한수,20212279,2021.09.28,커피
(주)아프리카커피가게앤학원,아프리카커피초콜릿,양기요,20171564,2017.12.29,커피
(주)얏트코리아,떡작,박동관,20214450,2021.11.09,분식
(주)알통컴퍼니,알통떡강정,황선미,20130100381,2013.05.24,치킨
(주)에이치케이에프엔에프,에이치케이테일러(HKtailor),한승식,20120100296,2012.06.28,의류 / 패션
(주)피스앤피스,치즈웨이브(Cheese Wave),김세영,20220039,2022.01.17,피자
(주)뮤앤무,뮤앤무오르프,김규식,20110100305,2011.07.27,기타 교육
(주)뮤앤무,오르피아,김규식,20181216,2018.11.28,기타 교육
(주)바른F&C,생생직판장,이영준,20210981,2021.04.07,한식
(주)웨이브,투파인드피터,박동현,20211181,2021.05.14,서양식
(주)웨이브,밀플랜비,박동현,20151233,2015.12.17,패스트푸드
(주)가치엔제이,남자피자,장규석,20120100105,2012.03.19,피자
(주)초에프앤비,초대창,김석훈,20200478,2020.04.08,기타 외식
(주)바른F&C,더바른참치,이영준,20221420,2022.12.23,기타도소매
기아(주),오토큐(AUTO Q),"송호성, 최준영",20080100594,2008.10.09,자동차 관련
(주)제이엔케이패밀리,곱창고,김종근,20140502,2014.06.23,기타 외식
(주)케리온,원조설악추어탕,전완진,20080200079,2008.07.29,기타 외식
(주)꼬망세네트웍스,꼬마숲 어린이집,"최훈, 이지애",20141036,2014.10.28,유아 관련 (교육 외)
(주)아리아케어코리아,아리아케어 주야간보호센터,"윤형보,인태근",20191284,2019.12.02,기타 서비스
(주)아리아케어코리아,아리아케어 방문요양센터,"윤형보,인태근",20161218,2016.12.13,기타 서비스
(주)웅그룹,웅파이(EUNPIE),"최은진, 최은수",20212111,2021.09.08,제과제빵
(주)페리카나,페리카나,양희권,20080500035,2008.08.26,치킨
칠연푸드시스템,용추골미궁순대,김세현,20080200060,2008.07.29,한식
(주)오맛있는여행,오숙성돈까스와국수맛있는여행,이승건,20191178,2019.11.13,분식
(주)놀부,탕수육본능,오진원,20200591,2020.05.13,중식
(주)놀부,놀부해물찜,오진원,20210626,2021.03.05,한식
(주)놀부,공수간,오진원,20120100526,2012.09.27,분식
(주)놀부,놀부옛날통닭,오진원,20150519,2015.06.19,치킨
(주)놀부,놀부김치찜,오진원,20190926,2019.09.09,한식
(주)놀부,놀부부대찌개,오진원,20080100048,2008.07.26,한식
(주)놀부,돈까스본능,오진원,20200589,2020.05.13,서양식
(주)놀부,호반식,오진원,20181007,2018.10.02,기타 외식
(주)놀부,흥부찜닭,오진원,20190202,2019.02.27,한식
(주)놀부,베리굿피자,오진원,20210627,2021.03.05,피자
(주)놀부,라라그릴,오진원,20210624,2021.03.05,한식
(주)놀부,도쿄주방,오진원,20210625,2021.03.05,일식
(주)놀부,놀부감자탕,오진원,20210630,2021.03.05,한식
(주)놀부,료리집북향,오진원,20210219,2021.01.26,한식
(주)놀부,놀부반상,오진원,20171056,2017.09.06,한식
(주)놀부,아임유얼파스타,오진원,20213474,2021.10.28,서양식
(주)놀부,만면희색,오진원,20171057,2017.09.06,한식
(주)놀부,창대한곱창,오진원,20191147,2019.11.06,한식
(주)놀부,오리본능,오진원,20210220,2021.01.26,한식
(주)놀부,놀부유황오리진흙구이,오진원,20100100014,2010.01.07,한식
(주)놀부,놀부숯불애장닭,오진원,20120100698,2012.12.12,한식
(주)놀부,놀부오불장군,오진원,20200891,2020.07.20,한식
(주)놀부,놀부항아리갈비,오진원,20080100050,2008.07.26,한식
(주)놀부,놀부화덕족발,오진원,20130395,2013.11.15,한식
(주)놀부,방콕포차,오진원,20180706,2018.07.19,기타 외식
(주)놀부,타이거마라,오진원,20191148,2019.11.06,기타 외식
(주)놀부,치킨본능,오진원,20200590,2020.05.13,치킨
(주)놀부,샌드위치몬스터,오진원,20210623,2021.03.05,기타 외식
(주)놀부,진한설렁탕담다,오진원,20130100042,2013.01.30,한식
(주)놀부,벨라빈스커피,오진원,20150025,2015.01.07,커피
(주)놀부,놀부보쌈족발,오진원,20080100047,2008.07.26,한식
(주)놀부,삼겹본능,오진원,20180922,2018.09.10,한식
(주)놀부,럭키경양식,오진원,20210628,2021.03.05,서양식
신왕우육면,신왕우육면,차이홍연,20231782,2023.12.01,중식
(주)푸디노에프앤디,기막힌밥상,김홍엽,20212991,2021.10.20,한식
(주)백선생푸드,백선생푸드,유광현,20211081,2021.04.22,한식
㈜모두여는세상,항정살이맛있다,오재균,20231765,2023.12.01,한식
화덕애쪽신림직영점,화덕애쪽,김성순,20231764,2023.12.01,한식
착한탕후루,착한탕후루,조상희,20231767,2023.12.01,기타 외식
스시후야,스시후야,박혁철,20231768,2023.12.01,일식
슈룹,슈룹,신대원,20231762,2023.12.01,한식
본냉삼집,본냉삼집,김점용,20231769,2023.12.01,한식
(주)현풍,수내닭꼬치,곽정민,20161160,2016.11.09,기타 외식
패밀리에프엔씨,추닭집,남기성,20180413,2018.04.30,치킨
신통큰아구,통큰아구찜,이은경,20211392,2021.06.16,한식
착한맘굿쉐프,전골마켓,오영배,20201143,2020.09.08,한식
착한맘굿쉐프,육장장이,오영배,20190361,2019.04.18,한식
착한맘굿쉐프,삼돌박이,오영배,20211773,2021.08.04,한식
착한맘굿쉐프,불공장,오영배,20210519,2021.02.24,기타 외식
착한맘굿쉐프,해화로,오영배,20230689,2023.05.16,한식
비브로스,맘앤키즈,이준호,20215649,2021.11.18,유아 관련 (교육 외)
성호미트,MH백년수갈비,이만호,20180061,2018.01.24,기타 외식
(주)희라이프파트너스,크로플로,이보라,20214114,2021.11.04,커피
(주)사랑과선행,효도쿡,이강민,20190134,2019.02.08,기타 외식
(주)사미푸드서비스,사미반점,김미순,20210898,2021.03.29,중식
킹스빈,킹스빈,어대영,20180295,2018.03.23,커피
한나에프앤비,한나식빵,최경원,20221413,2022.12.21,제과제빵
(주)만년푸드,만년닭강정,이태민,20160892,2016.09.09,치킨
빵드밀(주),빵드밀,이재규,20180150,2018.02.14,제과제빵
(주)솔로몬푸드,옥구삼,김지흥,20211128,2021.05.07,한식
(주)푸디노에프앤디,강정이기가막혀,김홍엽,20080100031,2008.07.26,치킨
(주)푸디노에프앤디,웰덤치킨,김홍엽,20180406,2018.04.27,치킨
(주)봉남푸드,김봉남포장마차,김근흥,20150344,2015.04.15,주점
(주)무궁화푸드,호랑이식당,김상선,20181130,2018.11.05,일식
(주)에프씨천상,우동텐,박순임,20110100088,2011.04.01,기타 외식
(주)에프씨천상,돈까스잔치,박순임,20170686,2017.06.15,한식
(주)에프씨천상,이태원천상,박순임,20100100171,2010.04.09,일식
(주)정키친,서울덮밥,"이재순, 정재엽",20230259,2023.02.16,한식
(주)수혁,뉴욕버거,송명섭,20130100180,2013.03.06,패스트푸드
(주)일공공에프앤피,백억하누돈,백승호,20215833,2021.11.18,한식
(주)일공공에프앤피,백억푸줏간,백승호,20215832,2021.11.18,기타도소매
(주)워시업코리아,HOTEL-LAUNDRY 호텔런드리,안용찬,20221134,2022.10.27,세탁
(주)일공공에프앤피,백억하누,백승호,20201334,2020.10.12,한식
까사푸드(CASAfood),까사플레이트,우종민,20212759,2021.10.15,서양식
(주)긱스에프앤비,불리스뉴욕핫도그,신영오,20210178,2021.01.20,패스트푸드
(주)긱스에프앤비,괴짜쉐프파스타,신영오,20200844,2020.07.08,서양식
(주)긱스에프앤비,긱스피자,신영오,20190642,2019.07.04,피자
(주)모닥홀딩스,제주몬트락,김덕중,20151071,2015.11.05,기타 외식
(주)송원에프앤비,송원스키야키샤브샤브,김도희,20220860,2022.08.24,일식
(주)더조은세상,INGS' COFFEE,유재섭,20214161,2021.11.05,커피
(주)레스모어,잉크레더블,이효복,20212845,2021.10.19,교육 (외국어)
꿈다,찜피,최정희,20200971,2020.08.04,한식
비컨홀딩스(주),청,남화민,20161297,2016.12.28,중식
비컨홀딩스(주),청화당,남화민,20170066,2017.01.11,중식
비컨홀딩스(주),토마틸로,남화민,20160044,2016.01.15,기타 외국식
이브이파킹서비스(주),이브이피에스(EVPS),"이정훈, 김정수",20230366,2023.03.07,자동차 관련
서울파티룸파티앤강변,파티룸메모리즈,윤영현,20210364,2021.02.09,임대
바투엣,바투엣,김인중,20221125,2022.10.25,기타 외국식
아이엘글로벌,아보 포케,김지훈,20221214,2022.11.03,기타 외식
오육,오육,김기범,20221127,2022.10.25,한식
(주)아이센스에프앤씨,아이센스리그PC방,윤석범,20181055,2018.10.17,PC방
(주)아이센스에프앤씨,아이센스PC방,윤석범,20130100472,2013.07.01,PC방
바릇,올바릇,지춘근,20231766,2023.11.30,한식
남파랑국밥상암점,남파랑국밥,조세일,20231760,2023.11.30,한식
(주)아이오토아이,OTTOBOY 오토김밥 닭강정,"정금실,이은상",20231446,2023.10.06,분식
(주)슬릭코퍼레이션,스트레치뱅(STRETCHBANG),"김형주, 최대호",20231757,2023.11.30,스포츠 관련
(주)슬릭코퍼레이션,라이로(LYRO),"김형주, 최대호",20231758,2023.11.30,스포츠 관련
㈜홈피스,공조114,이진규,20231759,2023.11.30,기타 서비스
(주)엉터리,엉터리생고기세번째이야기프리미엄코리안비비큐,박영준,20231761,2023.11.30,한식
길리(gili),비에이비(B.A.B),심규오,20210833,2021.03.23,한식
길리(gili),김치찜와썹,심규오,20210831,2021.03.23,한식
(주)부자이웃,봉구스밥버거,현광식,20130100004,2013.01.30,기타 외식
(주)가람에프엔비,크로플덕오리아가씨,김가람,20220940,2022.09.14,기타 외식
마시따쿡,마시따쿡,김정열,20211972,2021.08.27,기타도소매
(주)어라운드에이치큐,옐로우스푼,오명원,20211329,2021.06.07,기타 외식
(주)마성,토리만쥬,서지범,20211298,2021.06.03,기타 외식
(주)마성,마성면우동리,서지범,20211297,2021.06.03,분식
(주)마성,마성떡볶이,서지범,20170147,2017.01.25,분식
(주)박앤박,혼밥대왕,박형주,20191104,2019.10.30,한식
(주)박앤박,철순이네김치찌개,박형주,20180882,2018.08.31,한식
(주)빌드업메이트,넉넉한샐러드앤커피,박재영,20214433,2021.11.09,기타 외식
(주)오순오케이,본대가,김가연,20220616,2022.07.01,한식
(주)박앤박,밥도둑 한끼뚝딱,박형주,20201164,2020.09.11,한식
(주)박앤박,쭈꾸밍,박형주,20201163,2020.09.11,한식
(주)박앤박,비돈이제돈이,박형주,20201823,2020.12.21,한식
(주)박앤박,"바로덮밥,바로파스타&경양식",박형주,20213758,2021.11.02,기타 외식
(주)박앤박,바로반점,박형주,20230081,2023.01.17,중식
(주)이독도참치유통,참치학교,천인옥,20211556,2021.07.12,기타 외식
에스에스디아이디(주),신사 동인동,이희진,20220323,2022.04.21,한식
와이앤제이푸드,진고래아구찜해물찜,김영상,20201908,2020.12.24,한식
(주)피앤파트너스,커피코트,표대섭,20160577,2016.06.21,커피
㈜에이치비에스,아맵떡,배병한,20212605,2021.10.12,분식
심퉁즉떡,심퉁즉떡,"이상원, 윤지수",20220028,2022.01.14,분식
(주)다이닝팩토리,전설의켄터키,이광호,20180742,2018.07.25,치킨
(주)다이닝팩토리,장인닭갈비,이광호,20160082,2016.01.22,한식
(주)다이닝팩토리,에그셀런트,이광호,20190835,2019.08.13,패스트푸드
(주)다이닝팩토리,압구정곱떡,이광호,20200510,2020.04.13,분식
(주)다이닝팩토리,리골레토시카고피자,이광호,20150048,2015.01.19,피자
(주)다이닝팩토리,미트맨(MEATMAN),이광호,20215864,2021.12.27,기타 외식
(주)다이닝팩토리,리조텔 거기조아,이광호,20191320,2019.12.05,숙박
(주)다이닝팩토리,동경푸줏간,이광호,20170008,2017.01.04,기타 외식
(주)다이닝팩토리,동경야시장,이광호,20151007,2015.10.16,주점
(주)어라운드에이치큐,어라운드스터디카페(A.round study cafe),오명원,20180649,2018.07.06,기타 서비스
(주)달리는커피코리아,달커스피디,윤은총,20211666,2021.07.23,서양식
(주)달리는커피코리아,달리는커피,윤은총,20180171,2018.02.23,커피
(주)뷰피플,얼짱몸짱,조윤오,20080100060,2008.07.26,이미용
(주)엉터리,고봉덮밥,박영준,20213840,2021.11.02,한식
(주)엉터리,독짓골제주해장국,박영준,20213839,2021.11.02,한식
(주)엉터리,돈워리돈해피,박영준,20213825,2021.11.02,한식
(주)엉터리,엉터리묵은지김치찜,박영준,20213826,2021.11.02,한식
(주)엉터리,주칠일,박영준,20213339,2021.10.26,주점
(주)엉터리,흑석돈,박영준,20213338,2021.10.26,한식
(주)엉터리,팔당한옥집,박영준,20213341,2021.10.26,한식
(주)엉터리,국가닭표,박영준,20213403,2021.10.26,치킨
(주)엉터리,후딱한끼,박영준,20213343,2021.10.26,일식
(주)엉터리,엉맥,박영준,20213336,2021.10.26,주점
(주)엉터리,숯부래,박영준,20213345,2021.10.26,한식
(주)엉터리,엉터리집,박영준,20213337,2021.10.26,한식
(주)엉터리,엉터리 해장국,박영준,20171241,2017.10.31,한식
(주)엉터리,엉터리생고기 두번째이야기 무한삼겹,박영준,20160063,2016.01.18,기타 외식
(주)엉터리,엉터리생고기,박영준,20080100738,2008.12.10,기타 외식
(주)더파운더,키핏(KEEP FIT),나대호,20214950,2021.11.15,기타 외식
우리푸드시스템,곱창집,김은미,20214967,2021.11.15,한식
(주)헤럴드아카데미,헤럴드NIE,홍성아,20080100744,2008.12.12,교육 (외국어)
(주)헤럴드아카데미,헤더잉글리쉬,홍성아,20090100319,2009.07.06,교육 (외국어)
(주)헤럴드아카데미,헤럴드스쿨,홍성아,20080100745,2008.12.12,교육 (외국어)
아이키친&메롱타운,메롱타운,박소연,20231754,2023.11.29,커피
(주)채움에프앤비,채우다,임재민,20210793,2021.03.22,커피
그래컴퍼니,올리터,이승석,20201311,2020.10.06,커피
(주)유베스타,차일드유,"이기열, 송영성",20080100394,2008.08.29,교육 (외국어)
(주)맘스터치앤컴퍼니,맘스피자(MOM'S PIZZA),김동전,20230769,2023.06.01,패스트푸드
(주)맘스터치앤컴퍼니,맘스터치 피자앤치킨,김동전,20220528,2022.06.15,패스트푸드
(주)맘스터치앤컴퍼니,맘스터치,김동전,20080100157,2008.08.02,패스트푸드
(주)피플스에프엔씨,피도락,이익균,20231756,2023.11.29,피자
꾸아몽드(주),쁘띠꾸아,엄경옥,20231784,2023.11.29,이미용
(주)데이메르,데이메르(DAYMER),이태희,20231749,2023.11.29,임대
브이씨엔씨(주),타다 라이트,이정행,20200890,2020.07.17,기타 서비스
(주)햇살푸드에프에스,막창굽는 연탄할매,김용진,20231755,2023.11.29,한식
(주)재혁,미스타교자,"곽재혁, 남완혁",20231329,2023.09.14,일식
(주)택티컬리스트,진종오슈팅아카데미,이창훈,20231763,2023.11.29,기타 교육
씨앤짜이도삭면,씨앤짜이,LI TAIYAN,20231750,2023.11.29,중식
(주)모닝글로리,모닝글로리,"한동인,송익현",20080200186,2008.09.09,기타도소매
와카바서부산유통단지점,와카바식당,차주영,20231752,2023.11.29,일식
(주)더치즈샵,더치즈샵,이형선,20231753,2023.11.29,커피
프로이드컴퍼니,말죽거리분식,이준한,20212081,2021.09.07,한식
더국민푸드,국민낙곱새,차동현,20213927,2021.11.03,한식
(주)사람과자연,콩닭발,신태겸,20220818,2022.08.12,기타 외식
(주)CH컴퍼니,에코&타임,"한상준, 최성근",20212355,2021.10.01,스포츠 관련
93컴퍼니,구삼씨스토리(93 sea story),이상호,20220363,2022.05.03,기타 외식
(주)제이엘푸드,부산아지매국밥,이석제,20130100343,2013.05.03,한식
중화객잔과천중앙점,중화객잔,강승우,20221328,2022.12.06,중식
원영미트,물고기,최미현,20180778,2018.08.03,한식
더제이푸드,칸죽,김진구,20190276,2019.04.03,한식
성난물고기,성난물고기,조혜진,20211429,2021.06.18,기타 외식
더제이푸드,아뵤오반점,김진구,20220494,2022.06.10,중식
더제이푸드,바리스타미스김,김진구,20215333,2021.11.16,커피
더제이푸드,동까스1988,김진구,20215332,2021.11.16,일식
더제이푸드,1키로탕수육,김진구,20211037,2021.04.15,중식
고구려수제본갈비,고구려수제본갈비,김선호,20220545,2022.06.17,한식
씨에이치앤(CH&),좋은습관 PT STUDIO,박창환,20221475,2022.12.30,스포츠 관련
안나스낵,안나스낵(ANNASNACK),구윤하,20220131,2022.02.15,기타 외식
베이커리카페동백다방,동백다방,"이종혁, 김현경",20220005,2022.01.04,커피
프랜스타,마이요거트립,신경규,20212348,2021.10.01,아이스크림/빙수
백청우칼국수,백청우칼국수,백현기,20090100226,2009.05.15,한식
케이씨컴퍼니,국사랑,조현찬,20130100132,2013.02.27,한식
(주)아메리칸트레이,아메리칸트레이,장유성,20190804,2019.08.08,기타 외식
(주)신들의정원,카츠루와,이재권,20212743,2021.10.14,기타 외식
㈜하나컴퍼니,호랭이 곳간,김하나,20201562,2020.11.19,한식
